Name5,FoodStoreCat5,LatinName5,HardinessUSDA,EdibilityRating5,MedicinalRating5,OtherUsesRating5
Manna Plant. French tamarisk,Other,Tamarix gallica,3-7,1,2,0
Kashgar Tree,Other,Tamarix hispida,4-8,0,0,
Small-Flowered Tamarisk,Other,Tamarix parviflora,5-9,0,0,0
Tamarisk. Saltcedar,Other,Tamarix ramosissima,5-9,1,0,0
Black Bryony,Other,Tamus communis,4-8,1,2,
Alecost. Costmary,Other,Tanacetum balsamita,6-9,3,2,
Dalmation Pellitory. Pyrethrum,Other,Tanacetum cinerariifolium,5-9,0,1,
Pyrethrum. Pyrethum daisy. Persian Insect Flower. Painted Daisy,Other,Tanacetum coccineum,3-9,0,0,
Feverfew. Matricaria,Other,Tanacetum parthenium,4-8,2,5,2
Tansy. Common tansy. Golden Buttons. Curly Leaf Tansy,Other,Tanacetum vulgare,4-8,2,2,4
Dandelion - Kukraundha. Kanphool. Common dandelion. Dandelion,Other,Taraxacum officinale,5-9,4,3,3
Swamp Cypress. Bald cypress. Common Bald Cypress,Other,Taxodium distichum,5-9,0,1,
Yew. English yew. Common Yew,Other,Taxus baccata,4-8,3,4,4
Pacific Yew,Other,Taxus brevifolia,4-8,3,4,3
Canadian Yew,Other,Taxus canadensis,4-6,3,4,1
Japanese Yew,Other,Taxus cuspidata,6-9,3,4,2
Anglojapanese Yew,Other,Taxus x media,5-8,3,4,4
Fringe Cups. Bigflower tellima,Other,Tellima grandiflora,4-8,0,1,
Marsh Fleawort,Other,Tephroseris palustris,6-9,1,0,
Catgut. Virginia tephrosia,Other,Tephrosia virginiana,4-10,0,2,
American Germander. Canada germander. Western germander,Other,Teucrium canadense,6-9,0,1,0
Wall Germander. Germander,Other,Teucrium chamaedrys,4-8,1,2,
Wood Sage,Other,Teucrium scorodonia,6-8,1,2,
Lesser Meadow Rue,Other,Thalictrum minus,6-9,1,1,
Umbrella Bamboo,Other,Thamnocalamus spathaceus,5-9,0,0,
Meadowparsnip. Meadow-parsnip,Other,Thaspium barbinode,5-9,0,0,2
Woodland parsnip. Thaspium,Other,Thaspium trifoliatum,3-8,0,0,2
New York fern,Other,Thelypteris noveboracensis,6-9,0,0,3
Marsh Fern. Eastern marsh fern,Other,Thelypteris palustris,5-9,1,1,
Aaron's rod. Carolina lupine,Other,Thermopsis villosa,5-8,0,0,3
Red Hailstone. Manchu tubergourd,Other,Thladiantha dubia,3-7,1,2,
Pennycress. Field pennycress,Other,Thlaspi arvense,4-8,2,2,0
Pennycress,Other,Thlaspi perfoliatum,6-9,2,0,
American Arbor-Vitae. Arborvitae. Eastern Arborvitae. Siberian Arborvitae. Northern White Cedar. Wh,Other,Thuja occidentalis,5-9,2,3,
Biota,Other,Thuja orientalis,6-9,1,3,
Western Red Cedar. Giant Arborvitae. Giant Cedar. Incense Cedar. Western Red Cedar,Other,Thuja plicata,4-8,1,2,
Cretan Thyme,Other,Thymus caespititius,5-8,2,2,
Camphor Thyme,Other,Thymus camphoratus,5-9,0,2,
Headed Savory. Thymus,Other,Thymus capitatus,6-9,2,2,
Cilician Thyme,Other,Thymus cilicicus,4-8,1,2,
Mastic Thyme,Other,Thymus mastichina,4-8,2,2,
Eurasian thyme,Other,Thymus pannonicus,4-8,2,2,
Mother of thyme. Creeping thyme. Woolly Thyme,Other,Thymus praecox,6-9,2,2,
Wild Thyme,Other,Thymus praecox arcticus,4-8,3,2,5
Woolly Thyme,Other,Thymus pseudolanuginosus,3-7,2,2,2
Broad-Leaved Thyme. lemon thyme,Other,Thymus pulegioides,4-8,2,2,
Wild Thyme,Other,Thymus serpyllum,4-8,4,3,5
Common Thyme. Garden thyme. Wild Thyme,Other,Thymus vulgaris,4-8,4,3,5
Lemon Thyme. Creeping Lemon Thyme. Lemon-Scented Thyme,Other,Thymus x citriodorus,4-8,4,2,5
Foamflower. Heartleaf foamflower. Clumping Foamflower,Other,Tiarella cordifolia,4-8,0,2,2
American Basswood. Carolina basswood. Basswood. AmericanBasswood. American Linden,Other,Tilia americana,6-9,3,3,3
Carolina Basswood,Other,Tilia caroliniana,3-7,3,1,
Small Leaved Lime. Littleleaf linden,Other,Tilia cordata,3-8,5,3,3
White Basswood. American basswood,Other,Tilia heterophylla,4-8,3,2,
Japanese Lime,Other,Tilia japonica,6-9,3,1,
Mongolian Lime,Other,Tilia mongolica,4-8,3,1,
Large Leaved Lime. Largeleaf linden. Bigleaf Linden,Other,Tilia platyphyllos,5-9,5,3,4
Silver Lime,Other,Tilia tomentosa,3-8,3,1,2
Linden. Common Lime,Other,Tilia x europaea,2-11,5,3,3
Chinese Cedar,Other,Toona sinensis,2-11,3,2,4
California Nutmeg,Herbs,Torreya californica,4-9,3,1,
Kaya. Japanese torreya,Other,Torreya nucifera,6-9,5,2,
Lance leaved Dogbane. Lance leaved Kendry,Other,Trachomitum lancifolium,5-9,0,1,4
Sarmatian Dogbane. Sarmatian Kendry,Other,Trachomitum sarmatiense,4-8,0,1,4
Kendry. Rough Kendry,Other,Trachomitum scabrum,6-9,0,0,4
Spiderwort. Virginia spiderwort,Other,Tradescantia virginiana,5-9,2,1,
Yellow Salsify,Other,Tragopogon dubius,3-7,3,0,0
Salsify,Vegetables,Tragopogon porrifolius,4-8,3,2,
Goat's Beard,Other,Tragopogon pratensis,3-7,3,2,
Ling. Horn nut,Nuts,Trapa bicornis,4-8,4,1,
Water Chestnut,Nuts,Trapa natans,5-9,4,2,2
Toad Lily. Japanese Toad Lily,Other,Tricyrtis hirta,5-9,1,0,
Crimson Clover,Other,Trifolium incarnatum,5-9,2,0,4
Bighead Clover. Largehead clover,Other,Trifolium macrocephalum,3-8,1,0,3
Red Clover,Other,Trifolium pratense,5-9,3,3,4
White Clover. Dutch Clover. Purple Dutch Clover. Shamrock. White Clover,Other,Trifolium repens,5-9,3,2,4
Sea Arrow Grass,Other,Triglochin maritima,6-9,2,0,0
Marsh Arrow Grass,Other,Triglochin palustris,6-9,2,0,
Fenugreek. Sicklefruit fenugreek,Fruit,Trigonella foenum-graecum,6-9,4,5,
Beth Root - Indian Balm. Red trillium. Wakerobin. Purple Trillium,Other,Trillium erectum,5-9,2,3,
White Trillium. Large Flower Trillium. White Trillium. Large Flower Wakerobin. Large Flowered Tril,Other,Trillium grandiflorum,3-7,1,2,
Wakerobin. Pacific trillium. Oettinger's trillium. Hibberson's trillium,Other,Trillium ovatum,5-9,1,1,
Toadshade,Other,Trillium sessile,3-7,2,1,
Painted Trillium,Other,Trillium undulatum,3-7,1,1,
Wild Coffee. Feverwort,Other,Triosteum perfoliatum,5-9,1,2,
Wild Hyacinth. Largeflower triteleia. Howell's triteleia,Other,Triteleia grandiflora,4-8,4,0,
Hyacinth Brodiaea. White brodiaea,Other,Triteleia hyacinthina,5-9,3,0,
Pretty Face. Cook's triteleia. Golden brodiaea,Other,Triteleia ixioides,6-9,3,0,
Grassnut. Ithuriel's spear,Other,Triteleia laxa,6-9,4,0,
Longray Tripletlily. Long-ray brodiaea,Other,Triteleia peduncularis,4-8,3,0,
Globeflower. Common Globeflower. European Globeflower,Other,Trollius europaeus,4-8,0,2,
Canadian Hemlock. Eastern hemlock,Other,Tsuga canadensis,5-9,1,3,
Carolina Hemlock,Other,Tsuga caroliniana,4-8,1,2,
Chinese Hemlock,Other,Tsuga chinensis,4-8,1,2,
Western Hemlock,Other,Tsuga heterophylla,6-9,1,2,
Mountain Hemlock,Other,Tsuga mertensiana,4-8,1,2,
Tulip. Didier's tulip,Other,Tulipa gesneriana,3-7,1,0,
wild tulip,Other,Tulipa sylvestris,6-9,0,0,
Tower Cress,Other,Turritis glabra,4-8,1,1,
Coltsfoot,Other,Tussilago farfara,4-8,3,3,3
Small Reed Mace. Narrowleaf cattail,Other,Typha angustifolia,6-9,5,3,
Southern Cattail,Other,Typha domingensis,5-9,4,3,3
Reedmace. Broadleaf cattail. Bullrush. Nailrod,Other,Typha latifolia,6-9,5,3,4
Gorse. Common gorse,Other,Ulex europaeus,3-9,1,1,5
Winged Elm,Other,Ulmus alata,4-10,2,0,
American Elm. Gray Elm. Water Elm,Other,Ulmus americana,4-8,2,2,
Japanese Elm,Other,Ulmus davidiana,3-9,2,0,
Wych Elm. Table-top Scotch Elm. Scotch Elm,Other,Ulmus glabra,4-8,3,2,
Japanese Elm,Other,Ulmus japonica,5-9,2,1,
Chinese Elm. Lacebark Elm,Other,Ulmus parvifolia,5-9,2,1,0
English Elm,Other,Ulmus procera,4-8,3,2,
Siberian Elm. Hybrid elm,Other,Ulmus pumila,4-9,2,2,0
Slippery Elm,Other,Ulmus rubra,6-9,2,5,3
Cherry Bark Elm,Other,Ulmus villosa,4-6,1,0,
Pennywort,Other,Umbilicus rupestris,4-8,3,1,
Stinging Nettle. California nettle,Other,Urtica californica,3-7,2,2,4
Stinging Nettle. California nettle,Other,Urtica dioica,6-9,5,5,4
Bladderwort,Other,Utricularia vulgaris,3-7,1,1,
Fairybells. Merry Bells. Bellwort. Largeflower bellwort,Other,Uvularia grandiflora,2-7,0,3,
Bellwort. Perfoliate bellwort,Other,Uvularia perfoliata,5-9,2,2,
Bellwort. Sessileleaf bellwort,Other,Uvularia sessilifolia,5-9,2,1,
Large-Cluster Blueberry,Fruit,Vaccinium amoenum,3-8,2,0,
Low Sweet Blueberry. Lowbush blueberry,Fruit,Vaccinium angustifolium,6-9,3,1,0
Low Sweet Blueberry,Fruit,Vaccinium angustifolium laevifolium,4-8,3,0,0
Farkleberry,Fruit,Vaccinium arboreum,6-9,2,1,
Caucasian Whortleberry,Fruit,Vaccinium arctostaphylos,4-8,3,0,0
Northern Blueberry,Fruit,Vaccinium australe,6-9,4,1,2
Sea Bilberry,Fruit,Vaccinium bracteatum,4-8,1,1,
High-Bush Blueberry. American Blueberry. Swamp Blueberry. Blueberry,Fruit,Vaccinium corymbosum,4-8,4,1,0
Creeping Blueberry,Fruit,Vaccinium crassifolium,4-8,3,0,2
Alpine Blueberry. Cascade bilberry,Fruit,Vaccinium deliciosum,3-7,3,0,0
Elliott's blueberry,Fruit,Vaccinium elliottii,5-9,1,0,
Southern Mountain Cranberry,Fruit,Vaccinium erythrocarpum,4-8,3,0,0
Swamp Highbush Blueberry. Southern blueberry,Fruit,Vaccinium formosum,4-8,3,0,0
Black Highbush Blueberry,Fruit,Vaccinium fuscatum,5-9,3,0,0
Hairy Huckleberry,Fruit,Vaccinium hirsutum,6-9,3,0,
Georgia Blueberry,Fruit,Vaccinium melanocarpum,4-8,2,0,
Mountain Huckleberry. Thinleaf huckleberry,Fruit,Vaccinium membranaceum,4-8,3,1,0
Florida Evergreen Blueberry. Shiny blueberry,Fruit,Vaccinium myrsinites,5-9,2,1,
Bilberry. Whortleberry,Fruit,Vaccinium myrtillus,6-9,4,3,1
Black Huckleberry. Oval-leaf blueberry,Fruit,Vaccinium ovalifolium,5-9,3,1,
Evergreen Huckleberry. Florist's Huckleberry. Shot Huckleberry. Californian Huckleberry,Fruit,Vaccinium ovatum,4-8,3,1,
Red Bilberry. Red huckleberry,Fruit,Vaccinium parvifolium,5-9,3,1,1
Kamchatka Bilberry,Fruit,Vaccinium praestans,5-9,4,0,4
Grouseberry. Grouse whortleberry,Fruit,Vaccinium scoparium,5-9,2,1,
Deerberry,Fruit,Vaccinium stamineum,6-9,3,0,0
Small-Cluster Blueberry,Fruit,Vaccinium tenellum,6-9,1,0,
Dryland Blueberry,Fruit,Vaccinium vacillans,4-8,3,0,0
Rabbit-Eye Blueberry. Smallflower blueberry,Fruit,Vaccinium virgatum,5-9,1,0,
Cowberry. Lingonberry. Northern mountain cranberry. Cranberry,Fruit,Vaccinium vitis-idaea,5-9,3,2,3
Valerian. Garden valerian,Other,Valeriana officinalis,4-8,2,3,3
Corn Salad. Lewiston cornsalad,Other,Valerianella locusta,5-9,4,0,
White Hellebore. White false hellebore,Other,Veratrum album,4-8,0,2,
California False Hellebore,Other,Veratrum californicum,4-8,0,2,0
Black Hellebore,Other,Veratrum nigrum,3-7,0,1,
Indian Poke. American Hellebore,Other,Veratrum viride,5-9,1,2,
Moth Mullein,Other,Verbascum blattaria,5-9,0,0,2
Mullein,Other,Verbascum densiflorum,5-9,0,2,2
White Mullein,Other,Verbascum lychnitis,3-7,0,0,2
Dark Mullein. Black mullein,Other,Verbascum nigrum,6-9,0,3,2
Wooly Mullein. Orange mullein,Other,Verbascum phlomoides,5-9,0,3,2
Hoary Mullein. Broad-leaf mullein,Other,Verbascum pulverulentum,4-8,0,1,2
Great Mullein. Common mullein. Aaron's Rod. Flannel Plant. Hag Taper. Mullein. Torches. Velvet Plant,Other,Verbascum thapsus,5-9,1,3,4
American Blue Vervain. Swamp verbena,Other,Verbena hastata,5-9,1,2,0
Vervain. Herb of the cross. Prostrate verbena,Herbs,Verbena officinalis,5-9,1,3,
Hoary Vervain. Hoary verbena,Other,Verbena stricta,3-7,1,1,0
White Vervain,Other,Verbena urticifolia,5-9,0,1,0
Ironweed. Broadleaf ironweed,Other,Vernonia glauca,4-8,0,1,
New York ironweed,Other,Vernonia noveboracensis,6-9,0,0,2
Corn Speedwell,Other,Veronica arvensis,3-7,0,1,0
Brooklime. European speedwell,Other,Veronica beccabunga,5-9,1,1,
Germander Speedwell,Other,Veronica chamaedrys,4-8,1,1,
Garden Speedwell. Long-Leaf Speedwell,Other,Veronica longifolia,4-8,1,0,
Common Speedwell,Other,Veronica officinalis,5-9,1,2,
Marsh Speedwell. Skullcap speedwell,Other,Veronica scutellata,4-8,1,0,
bastard speedwell,Other,Veronica spuria,4-8,1,0,
Blackroot,Other,Veronicastrum sibiricum,4-8,0,2,
Beaumont's Root. Culver's root. Bowman's Root. Culver's Root. Black Root,Other,Veronicastrum virginicum,4-8,0,3,
Withe Rod. Appalachian Tea. Witherod Viburnum. Witherod. Wild Raisin Viburnum,Other,Viburnum cassinoides,4-9,3,1,0
Arrow Wood. Southern arrowwood. Southern Arrowwood Viburnum,Other,Viburnum dentatum,3-7,2,1,
Linden Viburnum. Linden arrowwood,Other,Viburnum dilatatum,6-9,3,1,2
Mooseberry. Squashberry,Fruit,Viburnum edule,6-9,3,1,3
Viburnum,Other,Viburnum erosum,6-9,2,0,
Culver's root. Fragrant Viburnum,Other,Viburnum farreri,5-9,3,0,0
Cranberry bush.,Fruit,Viburnum grandiflorum,4-8,3,0,0
Wayfaring Tree. Wayfaring Tree Viburnum,Other,Viburnum lantana,4-8,1,0,0
Hobbleberry,Fruit,Viburnum lantanoides,6-9,3,1,0
Sheepberry. Nannyberry. Nannyberry Viburnum,Fruit,Viburnum lentago,4-8,4,1,0
Smooth Withe Rod. Possumhaw. Withe-rod. Swamp Haw. Smooth Witherod. Possum Haw Viburnum. Possum Haw,Other,Viburnum nudum,3-7,3,1,
Guelder Rose. Cramp Bark. European cranberrybush. American cranberrybush. Crampbark. European Highb,Fruit,Viburnum opulus,4-8,3,3,3
Japanese Snowball. Japanese Snowball Viburnum. Doublefile Viburnum,Other,Viburnum plicatum,5-9,1,0,
Stagberry. Black Haw. Hybrid blackhaw. Smooth Blackhaw. Blackhaw Viburnum,Fruit,Viburnum prunifolium,6-9,2,3,
Southern Black Haw. Rusty blackhaw,Other,Viburnum rufidulum,4-8,3,1,
Tea-Leaf Viburnum. Tea viburnum,Other,Viburnum setigerum,5-9,2,0,
Siebold's arrowwood,Other,Viburnum sieboldii,6-9,1,0,
American Cranberry. Highbush Cranberry. Cranberrybush. American Cranberrybush Viburnum,Fruit,Viburnum trilobum,4-8,3,1,0
American Vetch. Mat vetch,Other,Vicia americana,4-8,2,1,4
Carolina vetch. Carolina wood vetch,Other,Vicia caroliniana,4-8,0,2,4
Tufted Vetch. Bird vetch. Cow vetch,Other,Vicia cracca,4-8,1,1,3
Horsebean,Other,Vicia faba equina,5-9,3,0,3
Broad Bean. Fava Bean,Other,Vicia faba major,5-9,4,1,3
Tick Bean,Other,Vicia faba minuta,6-9,3,0,3
Giant Vetch,Other,Vicia gigantea,5-9,2,1,3
Hairy Tare. Tiny vetch,Other,Vicia hirsuta,6-9,2,0,3
Winter Tares. Garden vetch. Subterranean vetch,Other,Vicia sativa,5-9,3,0,3
Winter Tares,Other,Vicia sativa leucosperma,5-9,3,0,3
Bush Vetch,Other,Vicia sepium,5-9,1,0,3
Wood vetch,Other,Vicia sylvatica,4-8,3,1,2
Fine-Leaved Vetch. Cow vetch,Other,Vicia tenuifolia,4-8,1,0,3
Two-Leaf Vetch,Other,Vicia unijuga,4-8,1,0,3
Lesser Periwinkle. Flower of Death. English Holly. Creeping Myrtle. Creeping Vinca. Common Periwink,Other,Vinca minor,4-8,0,3,0
Western Dog Violet. Hookedspur violet. Kirk's violet,Other,Viola adunca,3-9,3,1,
Canada Violet. Canadian white violet. Creepingroot violet,Other,Viola canadensis,4-8,3,1,2
Dog Violet,Other,Viola canina,5-9,3,1,
Horned Violet. Bedding Pansy. Tufted Pansy.,Other,Viola cornuta,4-8,3,0,0
Marsh Blue Violet,Other,Viola cucullata,4-8,3,1,3
Dwarf Marsh Violet,Other,Viola epipsila,3-9,3,0,
Stream Violet. Pioneer violet,Other,Viola glabella,5-9,2,0,
Labrador Violet. Alpine violet. Johnny Jump-Up. Alpine Violet,Other,Viola labradorica,5-9,3,0,2
wonder violet,Other,Viola mirabilis,4-7,3,1,
Sweet Violet. English Violet. Garden Violet. Sweet Violet. Florist's Violet,Other,Viola odorata,5-9,5,3,3
Palmate Violet. Early blue violet.,Other,Viola palmata,4-8,3,1,
Bird's Foot Violet. Crowfoot Violet. Pansy Violet. Bird's Foot Violet,Other,Viola pedata,5-9,2,1,2
Wood Violet,Other,Viola riviniana,5-9,3,0,3
Wooly Blue Violet. Common blue violet,Other,Viola sororia,4-8,3,1,3
Heartsease. Johnny jumpup. Field Pansy.,Other,Viola tricolor,3-7,2,3,
Chinese Violet,Other,Viola yezoensis,5-9,3,2,
Mistletoe. European mistletoe,Other,Viscum album,5-8,1,3,0
Huang Ping. Chinese chastetree. Cut Leaf Vitex. Cut-leaf Chastetree,Other,Vitex negundo,4-8,2,3,
Bush Grape. Mapleleaf grape,Other,Vitis acerifolia,6-9,2,0,
Summer Grape. Long grape,Other,Vitis aestivalis,4-8,3,1,0
Summer Grape,Other,Vitis aestivalis argentifolia,6-9,3,0,
Amur River Grape. Amur grape,Other,Vitis amurensis,6-11,2,1,
Canyon Grape,Other,Vitis arizonica,5-9,2,0,
Graybark Grape,Other,Vitis baileyana,6-9,2,0,
Spanish Grape,Other,Vitis berlandieri,5-9,3,0,
California Grape. California wild grape,Other,Vitis californica,5-9,2,0,
Sweet Winter Grape. Graybark grape. Florida grape. Heller's grape,Other,Vitis cinerea,4-8,3,0,
Currant Grape,Other,Vitis cinerea floridana,3-7,3,0,
Crimson Glory Vine,Other,Vitis coignetiae,5-9,2,0,
Frost Grape,Other,Vitis cordifolia,2-7,2,0,
Spiny Vitis,Other,Vitis davidii,5-9,2,0,
Northern Fox Grape. Fox grape,Other,Vitis labrusca,5-9,3,1,2
Sweet Mountain Grape,Other,Vitis monticola,4-8,3,0,
Mustang Grape,Other,Vitis mustangensis,3-7,3,0,
Red Grape. Catbird grape,Other,Vitis palmata,5-9,2,0,
Riverbank Grape,Other,Vitis riparia,5-9,3,0,2
Muscadine Grape. Muscadine. Southern Fox Grape. Scuppernong. Muscadine Grape,Other,Vitis rotundifolia,5-9,4,0,1
Grape. Wine grape. Purpleleaf Grape. Common Grape,Other,Vitis vinifera,5-9,5,2,2
Frost Grape,Other,Vitis vulpina,4-8,3,1,0
Appalachian barren strawberry,Fruit,Waldsteinia fragarioides,5-9,0,2,3
Barren Strawberry,Fruit,Waldsteinia ternata,4-8,0,0,3
Crimson weigela,Other,Weigela floribunda,3-7,1,0,
Oldfashioned weigela. Rose Weigela. Old Fashioned Weigela,Other,Weigela florida,6-9,0,0,
Japanese Wisteria,Other,Wisteria floribunda,5-9,2,0,2
American Wisteria,Other,Wisteria frutescens,4-8,1,0,3
Chinese Wisteria,Other,Wisteria sinensis,5-9,1,1,3
Silky Wisteria,Other,Wisteria venusta,5-9,1,2,
Least Duckweed. Spotless watermeal,Other,Wolffia arrhiza,3-7,4,0,
Netted chain fern,Other,Woodwardia areolata,6-9,0,0,3
Virginia Chain Fern,Other,Woodwardia virginica,4-8,0,0,3
Mulesears Wyethia. Mule-ears,Other,Wyethia amplexicaulis,4-8,3,1,
Aronia x mountain ash,Other,x Sorbaronia hybrid,5-9,3,0,2
Haw x mountain ash,Other,x Sorbocrataegus hybrid,4-8,5,0,2
Pear x mountain ash,Other,x Sorbopyrus hybrid,6-9,4,0,2
Spiny Cocklebur,Other,Xanthium spinosum,4-8,0,1,0
Cocklebur. Rough cocklebur. Canada cocklebur,Other,Xanthium strumarium,5-9,1,3,0
Yellowhorn,Other,Xanthoceras sorbifolium,5-9,3,0,
Yellowroot,Other,Xanthorhiza simplicissima,3-7,0,2,
Indian Basket Grass. Common beargrass,Other,Xerophyllum tenax,3-7,1,1,
Narrowleaf yucca. Kanab yucca. Toft's yucca. Yucca,Other,Yucca angustissima,3-7,3,0,4
Spanish Bayonet. Banana yucca. Blue Yucca. Spanish Yucca,Other,Yucca baccata,6-9,4,1,5
Spoonleaf Yucca. Adam's needle. Desert Candle. Needle Palm. St. Peter's Palm. Spanish Bayonet. Comm,Other,Yucca filamentosa,4-8,3,1,4
Soapweed. Soapweed yucca. Gurney's yucca. American Vetch. Yucca. Narrowleaf Yucca. Soapweed,Other,Yucca glauca,4-8,2,2,0
Spanish Dagger. moundlily yucca. Palm Lily. Roman Candle. Mound Lily Yucca. Spanish Dagger,Other,Yucca gloriosa,4-8,2,1,
Spanish Bayonet. New Mexico Spanish bayonet,Other,Yucca harrimaniae,4-8,2,0,
Maculata bamboo,Other,Yushania maculata,5-9,3,0,3
Winged Prickly Ash,Other,Zanthoxylum alatum,4-8,3,2,3
Prickly Ash - Northern. Common pricklyash. Northern Prickly Ash,Other,Zanthoxylum americanum,3-7,2,3,2
Japanese Pepper Tree,Vegetables,Zanthoxylum piperitum,5-9,3,2,1
Winged Prickly Ash,Other,Zanthoxylum planispinum,6-9,3,2,
Peppertree,Vegetables,Zanthoxylum schinifolium,5-9,2,2,0
Szechuan Pepper. Chinese-pepper. Prickly Ash,Vegetables,Zanthoxylum simulans,5-9,3,2,0
Sweet Corn. Corn,Vegetables,Zea mays,6-9,5,3,3
Chinese Zelkova,Other,Zelkova schneideriana,6-9,0,0,
Japanese Zelkova. Saw Leaf Zelkova,Other,Zelkova serrata,5-9,1,0,
Wild Rice. Annual wildrice,Grain,Zizania aquatica,4-9,5,0,
Meadow zizia. Golden alexanders,Other,Zizia aptera,3-7,0,1,2
Golden Alexanders. Golden zizia,Other,Zizia aurea,3-7,2,1,
Jujube,Other,Ziziphus jujuba,4-8,4,3,3
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,4-8,,,
,,,5-10,,,
,,,6-8,,,
,,,5-9,,,
,,,4-8,,,
,,,6-9,,,
,,,4-10,,,
,,,6-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-9,,,
,,,4-8,,,
,,,5-9,,,
,,,3-7,,,
,,,2-8,,,
,,,4-8,,,
,,,6-9,,,
,,,5-9,,,
,,,4-8,,,
,,,6-9,,,
,,,3-7,,,
,,,4-8,,,
,,,4-9,,,
,,,6-8,,,
,,,2-7,,,
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,3-7,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,2-11,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,6-9,,,
,,,6-9,,,
,,,4-8,,,
,,,6-9,,,
,,,4-8,,,
,,,4-9,,,
,,,6-9,,,
,,,5-9,,,
,,,5-10,,,
,,,3-7,,,
,,,5-9,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,3-9,,,
,,,5-9,,,
,,,5-7,,,
,,,3-9,,,
,,,4-8,,,
,,,3-7,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,4-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,5-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-10,,,
,,,2-7,,,
,,,4-8,,,
,,,4-8,,,
,,,6-9,,,
,,,4-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-9,,,
,,,5-9,,,
,,,5-9,,,
,,,6-11,,,
,,,6-9,,,
,,,6-9,,,
,,,4-8,,,
,,,5-9,,,
,,,6-9,,,
,,,3-7,,,
,,,6-9,,,
,,,6-9,,,
,,,6-10,,,
,,,5-9,,,
,,,4-8,,,
,,,6-9,,,
,,,4-8,,,
,,,6-9,,,
,,,6-9,,,
,,,5-8,,,
,,,6-9,,,
,,,6-10,,,
,,,5-7,,,
,,,4-8,,,
,,,6-9,,,
,,,4-8,,,
,,,5-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-9,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,6-9,,,
,,,5-9,,,
,,,6-9,,,
,,,6-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,6-9,,,
,,,3-7,,,
,,,3-7,,,
,,,3-9,,,
,,,3-7,,,
,,,3-7,,,
,,,3-7,,,
,,,4-9,,,
,,,4-10,,,
,,,6-8,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,6-9,,,
,,,4-10,,,
,,,5-9,,,
,,,6-9,,,
,,,5-9,,,
,,,6-9,,,
,,,6-9,,,
,,,6-10,,,
,,,5-9,,,
,,,6-9,,,
,,,5-9,,,
,,,4-8,,,
,,,3-9,,,
,,,5-9,,,
,,,6-9,,,
,,,6-9,,,
,,,4-8,,,
,,,5-9,,,
,,,5-10,,,
,,,4-8,,,
,,,5-9,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,4-8,,,
,,,6-8,,,
,,,4-8,,,
,,,5-9,,,
,,,4-8,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,3-9,,,
,,,2-6,,,
,,,6-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,3-7,,,
,,,4-8,,,
,,,4-6,,,
,,,6-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,5-9,,,
,,,3-7,,,
,,,5-9,,,
,,,4-9,,,
,,,4-8,,,
,,,6-7,,,
,,,6-9,,,
,,,2-8,,,
,,,3-7,,,
,,,5-9,,,
,,,4-8,,,
,,,4-8,,,
,,,4-8,,,
,,,4-9,,,
,,,5-9,,,
,,,5-9,,,
,,,3-7,,,
,,,4-8,,,
,,,5-9,,,
,,,4-8,,,
,,,5-10,,,
,,,3-7,,,
,,,3-9,,,
,,,5-9,,,
,,,3-7,,,
,,,6-9,,,
,,,3-7,,,
,,,3-9,,,
,,,4-9,,,
,,,6-9,,,
,,,4-8,,,
,,,5-8,,,
,,,5-9,,,
,,,4-9,,,
,,,2-7,,,
,,,4-8,,,
,,,4-8,,,
,,,4-7,,,
,,,2-6,,,
,,,4-8,,,
,,,3-6,,,
,,,5-9,,,
