Name4,SName4,Family4,Genus4,Species4,Native4,Naturalized4,CoC4,Endemic4,Persisting4,Category4,Habitat4,GrowthHabit4,Duration4,Status_State4,Status_US4,Scientific_Name_With_Authors,Species_Author,Infraspecies,Infraspecies_Author
greater bladderwort,Utricularia vulgaris ssp. macrorhiza,Lentibulariaceae,Utricularia,vulgaris,Y,,7,N,Y,Vascular,Floating in quiet water of lakes. ponds. and streams.,Forb/herb,Perennial,,,Utricularia vulgaris L. ssp. macrorhiza (LeConte) R.T. Clausen,L.,ssp. macrorhiza,(LeConte) R.T. Clausen
large-flowered bellwort,Uvularia grandiflora,Colchicaceae,Uvularia,grandiflora,Y,,8,N,Y,Vascular,Rich mesic hardwood forests mostly in calcareous soils. Populations are often relatively small.,Forb/herb,Perennial,,,Uvularia grandiflora Sm.,Sm.,,
perfoliate bellwort,Uvularia perfoliata,Colchicaceae,Uvularia,perfoliata,Y,,7,N,Y,Vascular,Forests. woodlands. and bluffs in dry to dry-mesic often rocky soils with oaks dominant,Forb/herb,Perennial,,,Uvularia perfoliata L.,L.,,
wild oats. sessile-leaved bellwort,Uvularia sessilifolia,Colchicaceae,Uvularia,sessilifolia,Y,,6,N,Y,Vascular,Mesic to dry-mesic northern hardwood forests in thin acidic soils. Very common in the northern and cooler parts of New York.,Herbaceous,Perennial,,,Uvularia sessilifolia L.,L.,,
common lowbush blueberry,Vaccinium angustifolium,Ericaceae,Vaccinium,angustifolium,Y,,4,N,Y,Vascular,Dry to dry-mesic acidic forests. rocky summits. woodlands. barrens. rocky alpine areas. and fields with thin soils. Mostly in thin dry acidic rocky soils.,Shrub,Perennial,,,Vaccinium angustifolium Aiton,Aiton,,
highbush blueberry,Vaccinium corymbosum,Ericaceae,Vaccinium,corymbosum,Y,,6,N,Y,Vascular,In a wide variety of wetlands and also in dry thin soils on crests and upper slopes. Rich fens. acidic bogs. swamps. shrub swamps. wet thickets. edges of marshes. and mesic forests.,Shrub,Perennial,,,Vaccinium corymbosum L.,L.,,
cranberry,Vaccinium macrocarpon,Ericaceae,Vaccinium,macrocarpon,Y,,8,N,Y,Vascular,Wet Sphagnum peatlands in acidic to more minerotrophic sites including rich fens and acidic bogs.,Subshrub. Shrub,Perennial,,,Vaccinium macrocarpon Aiton,Aiton,,
velvet-leaved blueberry,Vaccinium myrtilloides,Ericaceae,Vaccinium,myrtilloides,Y,,7,N,Y,Vascular,Hummocks in swamps. edges of swamps. cool northern forests. edges of forests. forest openings. barrens. and bluffs. More common in the northern and cooler parts of New York.,Shrub,Perennial,,,Vaccinium myrtilloides Michx.,Michx.,,
small cranberry,Vaccinium oxycoccos,Ericaceae,Vaccinium,oxycoccos,Y,,8,N,Y,Vascular,Acidic bogs and wet seepy disturbed soils.,Subshrub. Shrub,Perennial,,,Vaccinium oxycoccos L.,L.,,
hillside blueberry,Vaccinium pallidum,Ericaceae,Vaccinium,pallidum,Y,,7,N,Y,Vascular,Dry to dry-mesic hardwood forests. edges of forests. woodlands. rocky summits. barrens. and old fields. Often associated with other Vaccinium spp. and ericaceous shrubs.,Subshrub. Shrub,Perennial,,,Vaccinium pallidum Aiton,Aiton,,
deerberry,Vaccinium stamineum,Ericaceae,Vaccinium,stamineum,Y,,7,N,Y,Vascular,Dry to dry-mesic hardwood forests. edges of forests. and bluffs. Often on ridges. hill tops. or upper slopes in thin dry rocky acidic soils.,Shrub,Perennial,,,Vaccinium stamineum L.,L.,,
common valerian. garden valerian. garden heliotrope,Valeriana officinalis,Caprifoliaceae,Valeriana,officinalis,N,Y,,N,Y,Vascular,Mesic to wet successional fields. young successional forests. roadsides. and ditches.,Forb/herb,Perennial,,,Valeriana officinalis L.,L.,,
marsh valerian. swamp valerian,Valeriana uliginosa,Caprifoliaceae,Valeriana,uliginosa,Y,,10,N,Y,Vascular,Calcareous swamps and rich. shrubby. and open fens.,Shrub,Perennial,Endangered-State,,Valeriana uliginosa (Torr. & A. Gray) Rydb. ex Britton,(Torr. & A. Gray) Rydb. ex Britton,,
goosefoot cornsalad,Valerianella chenopodiifolia,Caprifoliaceae,Valerianella,chenopodiifolia,Y,,10,N,Y,Vascular,Limestone forests with exposed bedrock and rock outcrops; and openings in limestone forests.,Forb/herb,,Endangered-State,,Valerianella chenopodiifolia (Pursh) DC.,(Pursh) DC.,,
European cornsalad,Valerianella locusta,Caprifoliaceae,Valerianella,locusta,N,Y,,N,Y,Vascular,,Forb/herb,Annual,,,Valerianella locusta (L.) Laterr.,(L.) Laterr.,,
water celery. tape grass,Vallisneria americana,Hydrocharitaceae,Vallisneria,americana,Y,,4,N,Y,Vascular,Lakes. streams. rivers. and tidal bays.,Forb/herb,Perennial,,,Vallisneria americana Michx.,Michx.,,
false hellebore. Indian corn lily,Veratrum viride,Melanthiaceae,Veratrum,viride,Y,,4,N,Y,Vascular,Edges of forested streams. seepages. swamps in mucky soils. and low wet forests. Sometimes forms dense patches.,Forb/herb,Perennial,,,Veratrum viride Aiton,Aiton,,
orange mullein,Verbascum phlomoides,Scrophulariaceae,Verbascum,phlomoides,N,Y,,N,Y,Vascular,,Forb/herb,Biennial,,,Verbascum phlomoides L.,L.,,
common mullein,Verbascum thapsus,Scrophulariaceae,Verbascum,thapsus,N,Y,,N,Y,Vascular,Roadsides. edges of railroads. disturbed sites. waste places. forests openings. ledges. rocky summits. and rock outcrops.,Forb/herb,Biennial,,,Verbascum thapsus L.,L.,,
prostrate vervain,Verbena bracteata,Verbenaceae,Verbena,bracteata,N,Y,,N,Y,Vascular,,Herbaceous,Biennial,,,Verbena bracteata Lag. & Rodr.,Lag. & Rodr.,,
blue vervain,Verbena hastata,Verbenaceae,Verbena,hastata,Y,,3,N,Y,Vascular,Marshes. gravel bars in streams. ditches and wet successional fields.,Herbaceous,Biennial,,,Verbena hastata L.,L.,,
hoary vervain,Verbena stricta,Verbenaceae,Verbena,stricta,N,Y,,N,Y,Vascular,,Herbaceous,Perennial,,,Verbena stricta Vent.,Vent.,,
white vervain,Verbena urticifolia,Verbenaceae,Verbena,urticifolia,Y,,2,N,Y,Vascular,Disturbed soils. roadsides. successional fields. thickets. forested openings. and edges of forests in wet to mesic soils.,Forb/herb,Perennial,,,Verbena urticifolia L.,L.,,
American brooklime,Veronica americana,Plantaginaceae,Veronica,americana,Y,,4,N,Y,Vascular,Ditches. stream edges. wet thickets. swamps. and gravel and sand bars in streams.,Forb/herb,Perennial,,,Veronica americana Schwein. ex Benth.,Schwein. ex Benth.,,
water speedwell,Veronica anagallis-aquatica,Plantaginaceae,Veronica,anagallis-aquatica,N,Y,,N,Y,Vascular,Ditches. stream edges. wet thickets. swamps. and gravel and sand bars in streams.,Herbaceous,Biennial,,,Veronica anagallis-aquatica L.,L.,,
corn speedwell,Veronica arvensis,Plantaginaceae,Veronica,arvensis,N,Y,,N,Y,Vascular,Roadsides. pastures. disturbed sites. waste places. rocky summits. and rocky outcrops. Generally in non-shaded habitats with thin dry soils but also in moister sites.,Forb/herb,Annual,,,Veronica arvensis L.,L.,,
germander speedwell,Veronica chamaedrys,Plantaginaceae,Veronica,chamaedrys,N,Y,,N,Y,Vascular,Forest edges. forests with a history of disturbance. successional fields. pastures. and thickets in dry-mesic to mesic soils.,Forb/herb,Perennial,,,Veronica chamaedrys L.,L.,,
ivy-leaved speedwell,Veronica hederifolia,Plantaginaceae,Veronica,hederifolia,N,Y,,N,Y,Vascular,Lawns. disturbed soils. and weedy floodplain forests.,Forb/herb,Annual,,,Veronica hederifolia L.,L.,,
common speedwell,Veronica officinalis,Plantaginaceae,Veronica,officinalis,N,Y,,N,Y,Vascular,Forest openings and disturbed soils in forests even in pristine isolated areas. successional forests. logging and dirt roads. roadsides. disturbed soils. successional fields. and pastures.,Forb/herb,Perennial,,,Veronica officinalis L.,L.,,
Purslane speedwell,Veronica peregrina ssp. peregrina,Plantaginaceae,Veronica,peregrina,Y,,0,N,Y,Vascular,,Forb/herb,Annual,,,Veronica peregrina L. ssp. peregrina,L.,ssp. peregrina,
Persian speedwell,Veronica persica,Plantaginaceae,Veronica,persica,N,Y,,N,Y,Vascular,,Forb/herb,Annual,,,Veronica persica Poir.,Poir.,,
marsh speedwell,Veronica scutellata,Plantaginaceae,Veronica,scutellata,Y,,6,N,Y,Vascular,Marshes. low areas in swamps in mucky saturated to slightly inundated soils. ditches. and stream edges.,Forb/herb,Perennial,,,Veronica scutellata L.,L.,,
common thyme-leaved speedwell,Veronica serpyllifolia ssp. serpyllifolia,Plantaginaceae,Veronica,serpyllifolia,N,Y,,N,Y,Vascular,Lawns. roadsides. successional fields. dirt roads. disturbed sites. and waste places.,Forb/herb,Perennial,,,Veronica serpyllifolia L. ssp. serpyllifolia,L.,ssp. serpyllifolia,
Culver s root,Veronicastrum virginicum,Plantaginaceae,Veronicastrum,virginicum,Y,,5,N,Y,Vascular,Native as well as cultivated and naturalizing. Roadsides. forest edges. thickets. and successional fields.,Forb/herb,Perennial,Threatened-State,,Veronicastrum virginicum (L.) Farw.,(L.) Farw.,,
maple-leaved viburnum,Viburnum acerifolium,Adoxaceae,Viburnum,acerifolium,Y,,7,N,Y,Vascular,Understories of forests. woodlands. edges of forests. forested road banks. and rocky slopes often in acidic not deep soils. A very common understory shrub in mesic acidic deciduous forests (sometimes dominated by Quercus rubra).,Shrub,Perennial,,,Viburnum acerifolium L.,L.,,
smooth arrowwood,Viburnum dentatum var. lucidum,Adoxaceae,Viburnum,dentatum,Y,,3,N,Y,Vascular,Shrub swamps including rich fens. marshes. forested swamps. wet to mesic successional shrublands. thickets. occasional in mesic deciduous understories. and roadsides. Grows in a large variety of wet to dry habitats. Lately the non-native viburnum leaf beetle (Pyrrhalta viburni) has been completely defoliating this and a few other Viburnum species in parts of New York. It appears that this species might suffer a huge decline.,Tree. Shrub,Perennial,,,Viburnum dentatum L. var. lucidum Aiton,L.,var. lucidum,Aiton
hobblebush,Viburnum lantanoides,Adoxaceae,Viburnum,lantanoides,Y,,8,N,Y,Vascular,Coniferous. mixed hardwood-coniferous. and hardwood forests; forested stream banks. rocky ledges. and ravine slopes. Very common in the cooler parts of the state including the Adirondacks where it can form dense thickets. These dense thickets may be the result of heavy logging. In other parts of the state it is more restricted to cool forests and ravine slopes and occurs in much thinner patches.,Shrub,Perennial,,,Viburnum lantanoides Michx.,Michx.,,
nannyberry,Viburnum lentago,Adoxaceae,Viburnum,lentago,Y,,4,N,Y,Vascular,Shrub and tree swamps. marshes. roadside ditches. and wet to mesic successional fields. A common wetland shrub in at least parts of NY it sometimes occur it large shrub thickets mixed with other shrubs including V. dentatum var. lucidum and Cornus spp. It does best in wet soils but also grows in mesic or seasonally flooded areas.,Tree. Shrub,Perennial,,,Viburnum lentago L.,L.,,
northern wild raisin,Viburnum nudum var. cassinoides,Adoxaceae,Viburnum,nudum,Y,,7,N,Y,Vascular,Shrub and tree swamps. marshes. edges of ponds. and wet thickets. Similar habitat to V. lentago but generally less common. not as weedy. and more restricted to wetlands.,Tree. Shrub,Perennial,,,Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray,L.,var. cassinoides,(L.) Torr. & A. Gray
highbush cranberry,Viburnum opulus var. americanum,Adoxaceae,Viburnum,opulus,Y,,3,N,Y,Vascular,Shrub and tree swamps (including rich fens). wet thickets. and marshes. Some introgression may be going on with var. opulus.,Tree. Shrub,Perennial,,,Viburnum opulus L. var. americanum Aiton,L.,var. americanum,Aiton
downy arrowwood,Viburnum rafinesqueanum,Adoxaceae,Viburnum,rafinesqueanum,Y,,8,N,Y,Vascular,Dry to dry-mesic forests. bluffs. woodlands. and rocky summits mostly in calcareous or mineral rich thin soils. It generally occurs in small to large size patches which can be quite dense; the larger patches occurring in less shaded sites. Often it is not distributed throughout a site but has a more limited local distribution.,Shrub,Perennial,,,Viburnum rafinesqueanum Schult.,Schult.,,
tufted vetch,Vicia cracca,Fabaceae,Vicia,cracca,N,Y,,N,Y,Vascular,Roadsides. fields. and disturbed soils. Perhaps most common and abundant in the northern parts of New York.,Vine. Forb/herb,Perennial,,,Vicia cracca L.,L.,,
narrow-leaved vetch,Vicia sativa ssp. nigra,Fabaceae,Vicia,sativa,N,Y,,N,Y,Vascular,,Vine. Forb/herb,Annual,,,Vicia sativa L. ssp. nigra (L.) Ehrh.,L.,ssp. nigra,(L.) Ehrh.
hairy vetch,Vicia villosa ssp. villosa,Fabaceae,Vicia,villosa,N,Y,,N,Y,Vascular,,Herbaceous,Biennial,,,Vicia villosa Roth ssp. villosa,Roth,ssp. villosa,
common periwinkle. myrtle,Vinca minor,Apocynaceae,Vinca,minor,N,Y,,N,Y,Vascular,Riparian areas. old home sites. disturbed habitats both with and without a canopy although it probably does best under a canopy.  This species persists well from cultivation but it also naturalizes and often forms dense patches.  It appears to spread via rhizomes/stems and these can be carried down stream in floodwaters.,Vine,Perennial,,,Vinca minor L.,L.,,
black swallowwort,Vincetoxicum nigrum,Apocynaceae,Vincetoxicum,nigrum,N,Y,,N,Y,Vascular,Roadsides. disturbed forests and woodlands. railroad edges. and successional fields.  A weedy invasive species.,Vine. Forb/herb,Perennial,,,Vincetoxicum nigrum (L.) Moench,(L.) Moench,,
LeConte s violet,Viola affinis,Violaceae,Viola,affinis,Y,,5,N,Y,Vascular,,Herbaceous,Perennial,,,Viola affinis Leconte,Leconte,,
hybrid violet,Viola affinis  x V. sagittata var. sagittata,Violaceae,Viola,affinis x V. sagittata var. sagittata,Y,,,N,,Vascular,,,,,,Viola affinis  x V. sagittata var. sagittata,,,
European field pansy,Viola arvensis,Violaceae,Viola,arvensis,N,Y,,N,Y,Vascular,Disturbed soils. edges of cultivated fields. successional fields with thin adjacent vegetation. and roadsides.,Forb/herb,Annual,,,Viola arvensis Murray,Murray,,
wild pansy. field pansy,Viola bicolor,Violaceae,Viola,bicolor,Y,,9,N,Y,Vascular,,Forb/herb,Perennial,Endangered-State,,Viola bicolor Pursh,Pursh,,
sweet white violet,Viola blanda,Violaceae,Viola,blanda,Y,,6,N,Y,Vascular,Mesic hardwood and mixed coniferous-hardwood forests. mesic to wet-mesic forest openings. hummocks in swamps. swamp margins. and forested dirt roadsides.,Herbaceous,Perennial,,,Viola blanda Willd.,Willd.,,
Canada violet,Viola canadensis var. canadensis,Violaceae,Viola,canadensis,Y,,9,N,Y,Vascular,Hardwood forests in deep rich mesic soils often in valley bottoms or lower slopes.,Forb/herb,Perennial,,,Viola canadensis L. var. canadensis,L.,var. canadensis,
marsh blue violet,Viola cucullata,Violaceae,Viola,cucullata,Y,,6,N,Y,Vascular,Marshes. low areas in swamps. forested seeps. edges of small streams. and rarely in more mesic habitats.,Forb/herb,Perennial,,,Viola cucullata Aiton,Aiton,,
hybrid violet,Viola cucullata  x V. sagittata var. sagittata,Violaceae,Viola,cucullata x V. sagittata var. sagittata,Y,,,N,,Vascular,,,,,,Viola cucullata  x V. sagittata var. sagittata,,,
American dog violet,Viola labradorica,Violaceae,Viola,labradorica,Y,,4,N,Y,Vascular,Mesic forests. forest edges. wet forests. and high terraces of floodplains of small streams.,Herbaceous,Perennial,,,Viola labradorica Schrank,Schrank,,
northern bog violet,Viola nephrophylla,Violaceae,Viola,nephrophylla,Y,,10,N,Y,Vascular,Rich fens. marl fens. calcareous swamps. and cracks in exposed calcareous bedrock. A species of cool northern highly calcareous habitats.,Herbaceous,Perennial,Endangered-State,,Viola nephrophylla Greene,Greene,,
English violet,Viola odorata,Violaceae,Viola,odorata,N,Y,,N,Y,Vascular,Lawns. roadsides. high terrace floodplain forests and forest edges. disturbed sites. and thickets.,Forb/herb,Perennial,,,Viola odorata L.,L.,,
smooth white violet,Viola pallens,Violaceae,Viola,pallens,Y,,4,N,Y,Vascular,Margins of ponds and lakes. stream edges. acidic to alkaline peatlands. and wet thickets in perennially saturated mucky soils often growing in mosses.,Forb/herb,Perennial,,,Viola pallens (Banks ex Ging.) Brainerd,(Banks ex Ging.) Brainerd,,
three-lobed violet,Viola palmata,Violaceae,Viola,palmata,Y,,6,N,Y,Vascular,Dry-mesic hardwood forests and forest edges on middle to upper slopes and tops of hills in acidic soils.,Forb/herb,Perennial,,,Viola palmata L.,L.,,
bird s foot violet,Viola pedata var. pedata,Violaceae,Viola,pedata,Y,,8,N,Y,Vascular,,Forb/herb,Perennial,Rare-State,,Viola pedata L. var. pedata,L.,var. pedata,
downy yellow-stemmed violet,Viola pubescens var. pubescens,Violaceae,Viola,pubescens,Y,,7,N,Y,Vascular,Mesic to dry-mesic hardwood forests generally in acidic coarse grained soils. Generally in lower pH. drier. coarser. and thinner soils than Viola pubescens var. scabriuscula.,Herbaceous,Perennial,,,Viola pubescens Aiton var. pubescens,Aiton,var. pubescens,
smoothish yellow-stemmed violet,Viola pubescens var. scabriuscula,Violaceae,Viola,pubescens,Y,,7,N,Y,Vascular,Mesic to wet-mesic hardwood forests often in valley bottoms or mid to low slopes. Generally in higher pH. more mesic. finer. and deeper soils than Viola pubescens var. pubescens.,Herbaceous,Perennial,,,Viola pubescens Aiton var. scabriuscula Torr. & A. Gray,Aiton,var. scabriuscula,Torr. & A. Gray
long-spurred violet,Viola rostrata,Violaceae,Viola,rostrata,Y,,6,N,Y,Vascular,Hardwood forests in rich well drained mesic soils.,Forb/herb,Perennial,,,Viola rostrata Pursh,Pursh,,
early yellow violet,Viola rotundifolia,Violaceae,Viola,rotundifolia,Y,,7,N,Y,Vascular,Cool rich mesic forests especially on high terrace floodplains of small streams; and edges of dirt roads and paths through forests.,Forb/herb,Perennial,,,Viola rotundifolia Michx.,Michx.,,
northern downy violet,Viola sagittata var. ovata,Violaceae,Viola,sagittata,Y,,4,N,Y,Vascular,Successional fields. utility rights-of-way. gravel and sand mines. roadsides. woodlands. forest openings. thin canopied forests. and disturbed areas in forests in thin well drained dry to dry-mesic to occasionally mesic soils.,Forb/herb,Perennial,,,Viola sagittata Aiton var. ovata (Nutt.) Torr. & A. Gray,Aiton,var. ovata,(Nutt.) Torr. & A. Gray
arrow-leaved violet,Viola sagittata var. sagittata,Violaceae,Viola,sagittata,Y,,4,N,Y,Vascular,,Forb/herb,Perennial,,,Viola sagittata Aiton var. sagittata,Aiton,var. sagittata,
